
2 theta/deg	Intensity
   43.68659       496.0000    
   43.72001       548.0000    
   43.75343       494.0000    
   43.78685       484.0000    
   43.82028       527.0000    
   43.85370       479.0000    
   43.88712       482.0000    
   43.92054       507.0000    
   43.95397       513.0000    
   43.98739       477.0000    
   44.02081       498.0000    
   44.05424       514.0000    
   44.08766       482.0000    
   44.12108       549.0000    
   44.15450       475.0000    
   44.18793       481.0000    
   44.22135       459.0000    
   44.25477       543.0000    
   44.28819       518.0000    
   44.32162       495.0000    
   44.35504       477.0000    
   44.38846       511.0000    
   44.42188       513.0000    
   44.45531       493.0000    
   44.48873       465.0000    
   44.52215       477.0000    
   44.55557       500.0000    
   44.58900       532.0000    
   44.62242       449.0000    
   44.65584       528.0000    
   44.68926       502.0000    
   44.72269       478.0000    
   44.75611       496.0000    
   44.78953       507.0000    
   44.82295       514.0000    
   44.85638       523.0000    
   44.88980       526.0000    
   44.92322       497.0000    
   44.95665       500.0000    
   44.99007       516.0000    
   45.02349       466.0000    
   45.05691       493.0000    
   45.09034       473.0000    
   45.12376       463.0000    
   45.15718       461.0000    
   45.19060       500.0000    
   45.22403       495.0000    
   45.25745       523.0000    
   45.29087       531.0000    
   45.32429       479.0000    
   45.35772       457.0000    
   45.39114       503.0000    
   45.42456       509.0000    
   45.45798       495.0000    
   45.49141       508.0000    
   45.52483       447.0000    
   45.55825       499.0000    
   45.59167       473.0000    
   45.62510       438.0000    
   45.65852       447.0000    
   45.69194       461.0000    
   45.72536       474.0000    
   45.75879       480.0000    
   45.79221       464.0000    
   45.82563       499.0000    
   45.85905       534.0000    
   45.89248       521.0000    
   45.92590       453.0000    
   45.95932       503.0000    
   45.99274       486.0000    
   46.02617       497.0000    
   46.05959       449.0000    
   46.09301       497.0000    
   46.12643       486.0000    
   46.15985       504.0000    
   46.19328       479.0000    
   46.22670       477.0000    
   46.26012       494.0000    
   46.29354       497.0000    
   46.32697       464.0000    
   46.36039       499.0000    
   46.39381       483.0000    
   46.42723       496.0000    
   46.46066       460.0000    
   46.49408       495.0000    
   46.52750       492.0000    
   46.56092       452.0000    
   46.59435       484.0000    
   46.62777       528.0000    
   46.66119       450.0000    
   46.69461       482.0000    
   46.72804       483.0000    
   46.76146       497.0000    
   46.79488       438.0000    
   46.82830       479.0000    
   46.86173       522.0000    
   46.89515       461.0000    
   46.92857       496.0000    
   46.96200       507.0000    
   46.99542       472.0000    
   47.02884       485.0000    
   47.06226       499.0000    
   47.09569       491.0000    
   47.12911       509.0000    
   47.16253       526.0000    
   47.19595       537.0000    
   47.22938       515.0000    
   47.26280       515.0000    
   47.29622       477.0000    
   47.32964       493.0000    
   47.36307       488.0000    
   47.39649       516.0000    
   47.42991       506.0000    
   47.46333       529.0000    
   47.49676       507.0000    
   47.53018       493.0000    
   47.56360       573.0000    
   47.59702       519.0000    
   47.63045       521.0000    
   47.66387       521.0000    
   47.69729       526.0000    
   47.73071       492.0000    
   47.76414       512.0000    
   47.79756       528.0000    
   47.83098       516.0000    
   47.86441       513.0000    
   47.89783       507.0000    
   47.93125       473.0000    
   47.96467       572.0000    
   47.99810       500.0000    
   48.03152       486.0000    
   48.06494       512.0000    
   48.09836       514.0000    
   48.13179       506.0000    
   48.16521       509.0000    
   48.19863       487.0000    
   48.23205       472.0000    
   48.26548       510.0000    
   48.29890       505.0000    
   48.33232       510.0000    
   48.36574       481.0000    
   48.39917       438.0000    
   48.43259       471.0000    
   48.46601       445.0000    
   48.49943       547.0000    
   48.53286       442.0000    
   48.56628       493.0000    
   48.59970       498.0000    
   48.63312       464.0000    
   48.66655       511.0000    
   48.69997       528.0000    
   48.73339       475.0000    
   48.76682       509.0000    
   48.80024       482.0000    
   48.83366       493.0000    
   48.86708       502.0000    
   48.90051       523.0000    
   48.93393       492.0000    
   48.96735       510.0000    
   49.00077       467.0000    
   49.03419       486.0000    
   49.06762       525.0000    
   49.10104       527.0000    
   49.13446       484.0000    
   49.16788       511.0000    
   49.20131       540.0000    
   49.23473       500.0000    
   49.26815       473.0000    
   49.30157       506.0000    
   49.33500       506.0000    
   49.36842       509.0000    
   49.40184       540.0000    
   49.43526       501.0000    
   49.46869       503.0000    
   49.50211       526.0000    
   49.53553       439.0000    
   49.56895       511.0000    
   49.60238       461.0000    
   49.63580       552.0000    
   49.66922       499.0000    
   49.70264       460.0000    
   49.73607       477.0000    
   49.76949       501.0000    
   49.80291       520.0000    
   49.83633       520.0000    
   49.86976       512.0000    
   49.90318       542.0000    
   49.93660       463.0000    
   49.97002       523.0000    
   50.00345       481.0000    
   50.03687       498.0000    
   50.07029       543.0000    
   50.10371       565.0000    
   50.13714       501.0000    
   50.17056       600.0000    
   50.20398       535.0000    
   50.23740       558.0000    
   50.27083       560.0000    
   50.30425       506.0000    
   50.33767       533.0000    
   50.37109       548.0000    
   50.40452       548.0000    
   50.43794       559.0000    
   50.47136       553.0000    
   50.50478       600.0000    
   50.53821       547.0000    
   50.57163       589.0000    
   50.60505       565.0000    
   50.63847       550.0000    
   50.67190       568.0000    
   50.70532       595.0000    
   50.73874       587.0000    
   50.77217       635.0000    
   50.80559       613.0000    
   50.83901       596.0000    
   50.87243       656.0000    
   50.90586       616.0000    
   50.93928       624.0000    
   50.97270       622.0000    
   51.00612       631.0000    
   51.03955       624.0000    
   51.07297       666.0000    
   51.10639       637.0000    
   51.13981       707.0000    
   51.17324       709.0000    
   51.20666       648.0000    
   51.24008       772.0000    
   51.27350       722.0000    
   51.30693       755.0000    
   51.34035       753.0000    
   51.37377       793.0000    
   51.40719       803.0000    
   51.44062       760.0000    
   51.47404       806.0000    
   51.50746       853.0000    
   51.54088       863.0000    
   51.57431       908.0000    
   51.60773       848.0000    
   51.64115       832.0000    
   51.67458       964.0000    
   51.70800       1006.000    
   51.74142       1029.000    
   51.77484       1066.000    
   51.80827       1104.000    
   51.84169       1145.000    
   51.87511       1122.000    
   51.90853       1151.000    
   51.94196       1259.000    
   51.97538       1338.000    
   52.00880       1386.000    
   52.04222       1430.000    
   52.07565       1563.000    
   52.10907       1714.000    
   52.14249       1754.000    
   52.17591       1965.000    
   52.20934       1952.000    
   52.24276       1974.000    
   52.27618       2289.000    
   52.30960       2387.000    
   52.34303       2660.000    
   52.37645       2704.000    
   52.40987       2880.000    
   52.44329       3284.000    
   52.47672       3504.000    
   52.51014       3810.000    
   52.54356       4162.000    
   52.57698       4414.000    
   52.61040       4751.000    
   52.64383       5112.000    
   52.67725       5589.000    
   52.71067       5987.000    
   52.74409       6396.000    
   52.77752       6889.000    
   52.81094       7169.000    
   52.84436       7673.000    
   52.87778       8094.000    
   52.91121       8588.000    
   52.94463       8853.000    
   52.97805       9352.000    
   53.01147       9635.000    
   53.04490       9896.000    
   53.07832       10168.00    
   53.11174       10347.00    
   53.14516       10700.00    
   53.17859       10793.00    
   53.21201       10925.00    
   53.24543       10886.00    
   53.27885       10630.00    
   53.31228       10432.00    
   53.34570       10198.00    
   53.37912       9833.000    
   53.41254       9775.000    
   53.44597       9244.000    
   53.47939       8830.000    
   53.51281       8246.000    
   53.54624       7980.000    
   53.57966       7313.000    
   53.61308       6683.000    
   53.64650       6233.000    
   53.67993       5751.000    
   53.71335       5300.000    
   53.74677       4934.000    
   53.78019       4514.000    
   53.81362       4040.000    
   53.84704       3675.000    
   53.88046       3321.000    
   53.91388       3038.000    
   53.94731       2836.000    
   53.98073       2600.000    
   54.01415       2380.000    
   54.04757       2229.000    
   54.08100       2010.000    
   54.11442       1904.000    
   54.14784       1818.000    
   54.18126       1647.000    
   54.21469       1564.000    
   54.24811       1474.000    
   54.28153       1326.000    
   54.31495       1337.000    
   54.34838       1209.000    
   54.38180       1226.000    
   54.41522       1101.000    
   54.44864       1138.000    
   54.48207       1077.000    
   54.51549       1041.000    
   54.54891       1043.000    
   54.58234       973.0000    
   54.61576       930.0000    
   54.64918       957.0000    
   54.68260       870.0000    
   54.71603       869.0000    
   54.74945       859.0000    
   54.78287       841.0000    
   54.81629       795.0000    
   54.84972       890.0000    
   54.88314       865.0000    
   54.91656       802.0000    
   54.94998       793.0000    
   54.98341       858.0000    
   55.01683       824.0000    
   55.05025       748.0000    
   55.08367       711.0000    
   55.11710       757.0000    
   55.15052       791.0000    
   55.18394       721.0000    
   55.21736       765.0000    
   55.25079       713.0000    
   55.28421       731.0000    
   55.31763       718.0000    
   55.35105       723.0000    
   55.38448       643.0000    
   55.41790       644.0000    
   55.45132       634.0000    
   55.48475       692.0000    
   55.51817       651.0000    
   55.55159       690.0000    
   55.58501       622.0000    
   55.61843       622.0000    
   55.65186       651.0000    
   55.68528       650.0000    
   55.71870       684.0000    
   55.75212       648.0000    
   55.78555       656.0000    
   55.81897       610.0000    
   55.85239       630.0000    
   55.88581       629.0000    
   55.91924       620.0000    
   55.95266       597.0000    
   55.98608       618.0000    
   56.01950       608.0000    
   56.05293       552.0000    
   56.08635       630.0000    
   56.11977       633.0000    
   56.15319       608.0000    
   56.18661       579.0000    
   56.22004       575.0000    
   56.25346       604.0000    
   56.28688       612.0000    
   56.32030       607.0000    
   56.35373       632.0000    
   56.38715       673.0000    
   56.42057       633.0000    
   56.45400       606.0000    
   56.48742       553.0000    
   56.52084       567.0000    
   56.55426       587.0000    
   56.58769       557.0000    
   56.62111       611.0000    
   56.65453       573.0000    
   56.68795       595.0000    
   56.72138       598.0000    
   56.75480       562.0000    
   56.78822       594.0000    
   56.82164       559.0000    
   56.85507       624.0000    
   56.88849       603.0000    
   56.92191       575.0000    
   56.95533       567.0000    
   56.98876       586.0000    
   57.02218       549.0000    
   57.05560       557.0000    
   57.08902       585.0000    
   57.12245       532.0000    
   57.15587       573.0000    
   57.18929       609.0000    
   57.22271       584.0000    
   57.25614       635.0000    
   57.28956       572.0000    
   57.32298       569.0000    
   57.35641       618.0000    
   57.38983       550.0000    
   57.42325       598.0000    
   57.45667       588.0000    
   57.49010       575.0000    
   57.52352       601.0000    
   57.55694       562.0000    
   57.59036       552.0000    
   57.62379       582.0000    
   57.65721       554.0000    
   57.69063       549.0000    
   57.72405       537.0000    
   57.75748       555.0000    
   57.79090       570.0000    
   57.82432       568.0000    
   57.85774       548.0000    
   57.89117       594.0000    
   57.92459       593.0000    
   57.95801       551.0000    
   57.99143       553.0000    
   58.02486       510.0000    
   58.05828       567.0000    
   58.09170       526.0000    
   58.12512       509.0000    
   58.15855       516.0000    
   58.19197       528.0000    
   58.22539       545.0000    
   58.25882       549.0000    
   58.29224       581.0000    
   58.32566       537.0000    
   58.35908       582.0000    
   58.39251       582.0000    
   58.42593       546.0000    
   58.45935       554.0000    
   58.49277       535.0000    
   58.52620       505.0000    
   58.55962       541.0000    
   58.59304       547.0000    
   58.62646       568.0000    
   58.65989       513.0000    
   58.69331       545.0000    
   58.72673       520.0000    
   58.76015       477.0000    
   58.79358       533.0000    
   58.82700       503.0000    
   58.86042       541.0000    
   58.89384       530.0000    
   58.92727       566.0000    
   58.96069       531.0000    
   58.99411       535.0000    
   59.02753       538.0000    
   59.06096       550.0000    
   59.09438       469.0000    
   59.12780       570.0000    
   59.16122       507.0000    
   59.19464       580.0000    
   59.22807       549.0000    
   59.26149       522.0000    
   59.29491       524.0000    
   59.32833       548.0000    
   59.36176       591.0000    
   59.39518       512.0000    
   59.42860       559.0000    
   59.46202       531.0000    
   59.49545       523.0000    
   59.52887       521.0000    
   59.56229       508.0000    
   59.59571       508.0000    
   59.62914       521.0000    
   59.66256       529.0000    
   59.69598       557.0000    
   59.72940       551.0000    
   59.76283       499.0000    
   59.79625       538.0000    
   59.82967       497.0000    
   59.86309       504.0000    
   59.89652       548.0000    
   59.92994       515.0000    
   59.96336       547.0000    
   59.99678       563.0000    
   60.03021       520.0000    
   60.06363       532.0000    
   60.09705       518.0000    
   60.13047       532.0000    
   60.16390       552.0000    
   60.19732       496.0000    
   60.23074       489.0000    
   60.26417       508.0000    
   60.29759       499.0000    
   60.33101       549.0000    
   60.36443       547.0000    
   60.39786       526.0000    
   60.43128       564.0000    
   60.46470       504.0000    
   60.49812       514.0000    
   60.53155       536.0000    
   60.56497       547.0000    
   60.59839       552.0000    
   60.63181       561.0000    
   60.66524       507.0000    
   60.69866       511.0000    
   60.73208       480.0000    
   60.76550       461.0000    
   60.79893       520.0000    
   60.83235       479.0000    
   60.86577       541.0000    
   60.89919       512.0000    
   60.93262       563.0000    
   60.96604       525.0000    
   60.99946       514.0000    
   61.03288       484.0000    
   61.06631       475.0000    
   61.09973       513.0000    
   61.13315       534.0000    
   61.16658       555.0000    
   61.20000       529.0000    
   61.23342       533.0000    
   61.26684       492.0000    
   61.30027       522.0000    
   61.33369       497.0000    
   61.36711       500.0000    
   61.40053       497.0000    
   61.43396       508.0000    
   61.46738       529.0000    
   61.50080       548.0000    
   61.53422       502.0000    
   61.56765       547.0000    
   61.60107       515.0000    
   61.63449       540.0000    
   61.66791       507.0000    
   61.70134       551.0000    
   61.73476       538.0000    
   61.76818       512.0000    
   61.80160       504.0000    
   61.83503       487.0000    
   61.86845       507.0000    
   61.90187       493.0000    
   61.93529       537.0000    
   61.96872       481.0000    
   62.00214       508.0000    
   62.03556       536.0000    
   62.06898       502.0000    
   62.10241       457.0000    
   62.13583       530.0000    
   62.16925       496.0000    
   62.20267       509.0000    
   62.23610       528.0000    
   62.26952       538.0000    
   62.30294       538.0000    
   62.33636       518.0000    
   62.36979       527.0000    
   62.40321       492.0000    
   62.43663       447.0000    
   62.47005       508.0000    
   62.50348       471.0000    
   62.53690       514.0000    
   62.57032       478.0000    
   62.60374       521.0000    
   62.63717       469.0000    
   62.67059       505.0000    
   62.70401       515.0000    
   62.73743       454.0000    
   62.77085       499.0000    
   62.80428       497.0000    
   62.83770       506.0000    
   62.87112       511.0000    
   62.90454       521.0000    
   62.93797       484.0000    
   62.97139       556.0000    
   63.00481       499.0000    
   63.03824       488.0000    
   63.07166       505.0000    
   63.10508       518.0000    
   63.13850       521.0000    
   63.17193       527.0000    
   63.20535       532.0000    
   63.23877       497.0000    
   63.27219       512.0000    
   63.30562       479.0000    
   63.33904       512.0000    
   63.37246       486.0000    
   63.40588       527.0000    
   63.43931       477.0000    
   63.47273       535.0000    
   63.50615       479.0000    
   63.53957       478.0000    
   63.57300       509.0000    
   63.60642       532.0000    
   63.63984       518.0000    
   63.67326       501.0000    
   63.70669       555.0000    
   63.74011       511.0000    
   63.77353       500.0000    
   63.80695       522.0000    
   63.84038       477.0000    
   63.87380       562.0000    
   63.90722       552.0000    
   63.94064       537.0000    
   63.97407       553.0000    
   64.00749       485.0000    
   64.04091       556.0000    
   64.07433       548.0000    
   64.10776       465.0000    
   64.14118       566.0000    
   64.17460       507.0000    
   64.20802       512.0000    
   64.24145       518.0000    
   64.27487       537.0000    
   64.30829       537.0000    
   64.34171       535.0000    
   64.37514       547.0000    
   64.40856       535.0000    
   64.44198       554.0000    
   64.47540       518.0000    
   64.50883       510.0000    
   64.54225       523.0000    
   64.57567       533.0000    
   64.60909       527.0000    
   64.64252       532.0000    
   64.67594       547.0000    
   64.70936       514.0000    
   64.74278       527.0000    
   64.77621       552.0000    
   64.80963       565.0000    
   64.84305       575.0000    
   64.87647       557.0000    
   64.90990       547.0000    
   64.94332       581.0000    
   64.97675       558.0000    
   65.01016       577.0000    
   65.04359       602.0000    
   65.07701       554.0000    
   65.11044       648.0000    
   65.14385       605.0000    
   65.17728       621.0000    
   65.21070       598.0000    
   65.24413       622.0000    
   65.27754       624.0000    
   65.31097       635.0000    
   65.34439       638.0000    
   65.37782       668.0000    
   65.41123       665.0000    
   65.44466       748.0000    
   65.47808       679.0000    
   65.51151       704.0000    
   65.54492       745.0000    
   65.57835       769.0000    
   65.61177       830.0000    
   65.64520       822.0000    
   65.67861       870.0000    
   65.71204       964.0000    
   65.74546       923.0000    
   65.77888       971.0000    
   65.81230       985.0000    
   65.84573       1018.000    
   65.87915       1032.000    
   65.91257       1129.000    
   65.94600       1121.000    
   65.97942       1221.000    
   66.01284       1184.000    
   66.04626       1349.000    
   66.07969       1398.000    
   66.11311       1412.000    
   66.14653       1496.000    
   66.17995       1515.000    
   66.21338       1485.000    
   66.24680       1642.000    
   66.28022       1780.000    
   66.31364       1655.000    
   66.34707       1795.000    
   66.38049       1909.000    
   66.41391       1821.000    
   66.44733       1855.000    
   66.48076       1822.000    
   66.51418       1953.000    
   66.54760       1918.000    
   66.58102       1957.000    
   66.61445       1908.000    
   66.64787       1833.000    
   66.68129       1930.000    
   66.71471       1865.000    
   66.74814       2027.000    
   66.78156       1843.000    
   66.81498       1814.000    
   66.84840       1722.000    
   66.88183       1705.000    
   66.91525       1690.000    
   66.94867       1614.000    
   66.98209       1562.000    
   67.01552       1528.000    
   67.04894       1365.000    
   67.08236       1316.000    
   67.11578       1303.000    
   67.14921       1200.000    
   67.18263       1216.000    
   67.21605       1167.000    
   67.24947       1156.000    
   67.28290       1079.000    
   67.31632       999.0000    
   67.34974       938.0000    
   67.38316       952.0000    
   67.41659       892.0000    
   67.45001       851.0000    
   67.48343       858.0000    
   67.51685       819.0000    
   67.55028       790.0000    
   67.58370       723.0000    
   67.61712       756.0000    
   67.65054       711.0000    
   67.68397       703.0000    
   67.71739       746.0000    
   67.75081       677.0000    
   67.78423       649.0000    
   67.81766       692.0000    
   67.85108       652.0000    
   67.88451       659.0000    
   67.91792       627.0000    
   67.95135       607.0000    
   67.98477       612.0000    
   68.01820       655.0000    
   68.05161       568.0000    
   68.08504       567.0000    
   68.11846       608.0000    
   68.15189       574.0000    
   68.18530       556.0000    
   68.21873       555.0000    
   68.25215       630.0000    
   68.28558       594.0000    
   68.31899       546.0000    
   68.35242       559.0000    
   68.38584       565.0000    
   68.41927       513.0000    
   68.45268       570.0000    
   68.48611       533.0000    
   68.51953       554.0000    
   68.55296       542.0000    
   68.58637       529.0000    
   68.61980       536.0000    
   68.65322       524.0000    
   68.68665       520.0000    
   68.72007       576.0000    
   68.75349       474.0000    
   68.78691       518.0000    
   68.82034       513.0000    
   68.85376       530.0000    
   68.88718       552.0000    
   68.92060       523.0000    
   68.95403       504.0000    
   68.98745       547.0000    
   69.02087       523.0000    
   69.05429       540.0000    
   69.08772       466.0000    
   69.12113       510.0000    
   69.15456       487.0000    
   69.18798       508.0000    
   69.22141       534.0000    
   69.25482       472.0000    
   69.28825       489.0000    
   69.32167       478.0000    
   69.35509       532.0000    
   69.38851       522.0000    
   69.42194       515.0000    
   69.45536       491.0000    
   69.48878       535.0000    
   69.52220       470.0000    
   69.55563       495.0000    
   69.58905       535.0000    
   69.62247       454.0000    
   69.65589       543.0000    
   69.68932       512.0000    
   69.72274       475.0000    
   69.75616       520.0000    
   69.78959       468.0000    
   69.82301       478.0000    
   69.85643       528.0000    
   69.88985       438.0000    
   69.92328       451.0000    
   69.95670       516.0000    
